Source,Image Name,Expected,Average Prediction,MAPE,Worst,,,,Best,,,
ASM Dataset,C61300 M20-1,240,449.438953488372,46.6000892585717,,,,,,,,
ASM Dataset,17-7 PH CH900-1,1793,1222.82631578947,46.627528116486,,,,,,,,
ASM Dataset,L-605 ColdW-1,1600,1090.94540229885,46.661784964533,,,,,,,,
ASM Dataset,C11000 M20-3,77,144.602941176471,46.7507373131293,,,,,,,,
ASM Dataset,413-0-1,130,245.4375,47.0333587980647,,,,,,,,
ASM Dataset,C11000 A-2,69,130.396875,47.0846214681142,,,,,,,,
ASM Dataset,C11000 M20-1,77,146.573076923077,47.4664777349183,,,,,,,,
ASM Dataset,C10200 A-1,90,172.02752293578,47.6827902511866,,,,,,,,
ASM Dataset,316L Annealed-4,190,363.238764044944,47.6928073743552,,,,,,,,
ASM Dataset,5457 Annealed-1,48,92.4220430107527,48.0643378610279,,,,,,,,
ASM Dataset,C86300-5,460,308.618852459016,49.0511666201878,,,,,,,,
ASM Dataset,7075 Annealed-2,145,285.823717948718,49.2694304585263,,,,,,,,
ASM Dataset,17-7 PH TH1050-1,1276,852.938235294118,49.6005158638478,,,,,,,,
ASM Dataset,HM21A T5-1,150,297.797297297297,49.6301674456596,,,,,,,,
ASM Dataset,C85700-1,110,220.611538461538,50.1386007426908,,,,,,,,
ASM Dataset,C90300-1,125,250.743506493506,50.1482603685144,,,,,,,,
ASM Dataset,R56400 Plate A-3,828,549.678571428571,50.6334871028523,,,,,,,,
ASM Dataset,AZ63A T4-2,85,174.161764705882,51.1947986152157,,,,,,,,
ASM Dataset,R56400 Forging A-1,860,568.299450549451,51.3286699764576,,,,,,,,
ASM Dataset,C61800-5,310,648.2,52.1752545510645,,,,,,,,
ASM Dataset,C90700-1,150,315.266025641026,52.4211339629739,,,,,,,,
ASM Dataset,N07001 HTA-2,897,587.612359550562,52.6516563889287,,,,,,,,
ASM Dataset,Ti Grade 7 (CP) A-1,340,222.505208333333,52.8054118583366,,,,,,,,
ASM Dataset,2618 T4-2,450,292.820987654321,53.6775091173556,,,,,,,,
ASM Dataset,5457 Annealed-2,48,104.371323529412,54.0103561238508,,,,,,,,
ASM Dataset,C11000 M20-2,77,170.638888888889,54.8754680123718,,,,,,,,
ASM Dataset,PH 13-8 Mo HTA-1,1379,888.713333333333,55.1681457087775,,,,,,,,
ASM Dataset,410 Annealed-1,290,648.479166666667,55.2799820091882,,,,,,,,
ASM Dataset,C61800-1,310,701.565476190476,55.8131050456886,,,,,,,,
ASM Dataset,C17510 A-1,120,287.680722891566,58.2870903570307,,,,,,,,
ASM Dataset,TRIP 780 Cold Rolled-1,500,314.800675675676,58.8306629033816,,,,,,,,
ASM Dataset,HM21A T8-1,170,431.806818181818,60.6305429090239,,,,,,,,
ASM Dataset,C35000-2,90,230.588068181818,60.9693594687496,,,,,,,,
ASM Dataset,AZ91C T6-1,130,333.803797468354,61.0549667241804,,,,,,,,
ASM Dataset,C11000 A-1,69,178.396103896104,61.3220252611655,,,,,,,,
ASM Dataset,C17510 AT-1,630,387.960106382979,62.3878305101013,,,,,,,,
ASM Dataset,C35000-1,90,241.108552631579,62.6724149692348,,,,,,,,
ASM Dataset,Elgiloy ColdW-1,1310,805.194767441861,62.6935560152643,,,,,,,,
ASM Dataset,5657 Annealed-1,40,107.808988764045,62.8973423658155,,,,,,,,
ASM Dataset,B443-0-1,41.4,112.841666666667,63.31142456244,,,,,,,,
ASM Dataset,Class 30 As Cast-5,130,359.696202531646,63.8583896396396,,,,,,,,
ASM Dataset,N07001 Aged-1,850,517.900568181818,64.124168271156,,,,,,,,
ASM Dataset,C83600-1,95,264.928125,64.1412175472121,,,,,,,,
ASM Dataset,319-0-1,96.5,274.172872340426,64.8032282784778,,,,,,,,
ASM Dataset,443-0-1,48.3,137.375,64.8407643312102,,,,,,,,
ASM Dataset,356-0-2,100,290.763888888889,65.6078337711966,,,,,,,,
ASM Dataset,Class 30 As Cast-1,130,393.726666666667,66.9821703720009,,,,,,,,
ASM Dataset,C85700-2,110,357.740131578947,69.251422949252,,,,,,,,
ASM Dataset,C85200-1,95,313.013157894737,69.6498381604944,,,,,,,,
ASM Dataset,3003 Annealed-1,41,136.225,69.9027344466875,,,,,,,,
ASM Dataset,C12500 M20-1,75,256.003731343284,70.7035520121267,,,,,,,,
ASM Dataset,3003 Annealed-2,41,148.476744186047,72.38624794424,,,,,,,,
ASM Dataset,R58010 STA-1,1100,611.039634146341,80.0210556777983,,,,,,,,
ASM Dataset,440C Temper 2-1,1865,1013.53246753247,84.009892109377,,,,,,,,
ASM Dataset,1100-O-1,34.5,322.49,89.3019938602748,,,,,,,,
ASM Dataset,AL-6XN-1,370,194.954861111111,89.7875220403584,,,,,,,,
ASM Dataset,R58010 ST-1,830,418.827586206897,98.1722377737527,,,,,,,,
ASM Dataset,N07001 HTA-5,897,408.506493506494,119.580352885074,,,,,,,,
ASM Dataset,718 HTA-4,1000,221.950549450549,350.550810743904,,,,,,,,
